#StaID,obsID,year,Jan,Feb,Mar,Api,May,Jun,July,Aug,Sep,Oct,Nov,Dec,mean,station,country,NO
2033,1,1988,55588,55588,55588,0,0,55588,55588,55588,55588,55588,55588,55588,0,Kasama,Sambia,650
2033,1,1989,55588,55588,55588,55588,55588,55528,55588,55588,55588,55588,55588,55588,55528,Kasama,Sambia,651
2033,1,1990,55588,55588,55588,55528,55528,55528,55528,55588,55588,55588,55588,55588,55528,Kasama,Sambia,652
2033,1,1991,55588,55588,55588,55588,0,0,0,0,0,0,0,0,0,Kasama,Sambia,653
2034,1,1987,0,0,0,0,0,0,0,0,0,55588,55588,55588,0,Mansa,Sambia,672
2034,1,1988,55578,55578,55578,55578,55588,55588,55588,55588,55588,55588,55588,55588,55578,Mansa,Sambia,673
2034,1,1989,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,Mansa,Sambia,674
2034,1,1990,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,Mansa,Sambia,675
2034,1,1991,55588,55588,55588,55588,55588,55588,55588,0,8,8,0,0,0,Mansa,Sambia,676
2034,1,1995,55588,55588,55588,55588,0,55588,55588,55588,55588,55588,55588,55588,0,Mansa,Sambia,680
2034,1,1996,55588,55588,55588,55588,55588,55588,0,55588,55588,55588,55588,55588,0,Mansa,Sambia,681
2034,1,1997,55578,55578,55578,0,0,0,0,0,0,0,0,0,0,Mansa,Sambia,682
2035,1,1987,0,0,0,0,0,0,0,0,0,55588,55588,55588,0,Ndola,Sambia,695
2035,1,1988,55588,55588,55588,55588,55588,55588,0,0,0,55588,0,55588,0,Ndola,Sambia,696
2035,1,1989,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,Ndola,Sambia,697
2035,1,1990,55588,55588,55588,55588,55588,55588,55528,55528,55528,55588,55588,55588,55528,Ndola,Sambia,698
2035,1,1991,55588,55588,55588,55588,55588,55588,55588,8,0,0,0,0,0,Ndola,Sambia,699
2036,1,1987,0,0,0,0,0,0,0,0,0,25578,25578,25578,0,Mfuwe,Sambia,718
2036,1,1988,25578,25578,25568,25568,25568,25568,25588,25588,25588,25588,25578,25578,25568,Mfuwe,Sambia,719
2036,1,1989,25578,25578,25578,25568,25588,25568,25578,25588,25588,25588,25588,25588,25568,Mfuwe,Sambia,720
2036,1,1990,25588,25588,25568,25568,25588,25568,25588,25588,25588,25588,55588,55588,25568,Mfuwe,Sambia,721
2036,1,1991,25588,25588,25588,25588,25588,25588,25588,8,8,0,0,0,0,Mfuwe,Sambia,722
2037,1,1987,0,0,0,0,0,0,0,0,0,25578,25588,25588,0,Mongu,Sambia,741
2037,1,1988,55588,55528,55588,55528,0,0,0,0,55588,0,55588,0,0,Mongu,Sambia,742
2037,1,1989,25588,25588,25588,25588,25588,25588,25588,25588,25588,0,0,0,0,Mongu,Sambia,743
2038,1,1987,0,0,0,0,0,0,0,0,0,55588,55588,55588,0,Livingstone,Sambia,764
2038,1,1988,55588,55588,55588,55588,0,55588,55588,55588,55588,55588,55588,55588,0,Livingstone,Sambia,765
2038,1,1989,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,Livingstone,Sambia,766
2038,1,1990,55588,55588,55588,55588,55528,55588,55588,55588,55588,0,55588,55588,0,Livingstone,Sambia,767
2038,1,1991,55588,55588,0,55588,55588,55588,55588,0,0,0,0,0,0,Livingstone,Sambia,768
256,1,1987,0,0,0,0,0,0,0,0,0,55588,0,55588,0,Lusaka-City,Sambia,787
256,1,1988,55588,55588,55588,55588,55588,55588,0,0,0,55588,0,0,0,Lusaka-City,Sambia,788
256,1,1989,0,55588,0,55588,55588,55588,55588,55588,0,0,55588,55588,0,Lusaka-City,Sambia,789
256,1,1990,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,Lusaka-City,Sambia,790
256,1,1991,55588,55588,55588,55588,55588,55588,55588,8,8,0,55588,55588,0,Lusaka-City,Sambia,791
256,1,1992,55588,55588,55588,55588,8,55588,55588,55588,55588,55588,55588,55588,0,Lusaka-City,Sambia,792
256,1,1993,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,Lusaka-City,Sambia,793
256,1,1995,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,Lusaka-City,Sambia,795
256,1,1996,55588,55588,55588,55588,55588,55588,55588,55588,55588,55588,0,0,0,Lusaka-City,Sambia,796
256,1,1997,55578,0,0,55578,55578,55578,55578,55578,55578,55578,55578,55578,0,Lusaka-City,Sambia,797
256,1,1998,55578,55578,55578,55578,55578,55578,55578,55578,0,0,0,0,0,Lusaka-City,Sambia,798
2897,1,2000,0,0,0,0,0,55578,55578,55578,55578,55578,55578,55578,0,De-Aar-(BSRN),South-Africa,823
2897,1,2001,0,0,0,0,0,0,55578,55578,55578,55578,55578,55578,0,De-Aar-(BSRN),South-Africa,824
2897,1,2002,55578,55578,55578,55578,55578,55578,55578,55578,55578,55578,55578,55578,55578,De-Aar-(BSRN),South-Africa,825
2897,1,2003,55578,55578,55578,55578,55578,55578,55578,0,55578,55578,55578,0,0,De-Aar-(BSRN),South-Africa,826
2897,1,2004,55578,55578,55578,55578,55578,55578,0,0,0,0,0,0,0,De-Aar-(BSRN),South-Africa,827
114,1,1983,55588,0,0,0,0,0,0,0,0,0,0,0,0,Goma,Zaire,829
114,1,1984,0,0,0,0,0,0,55578,0,0,0,0,0,0,Goma,Zaire,830
122,1,1983,55588,55588,55588,55588,55588,35588,35588,35588,55588,55578,55578,55578,35588,Inongo,Zaire,852
122,1,1984,55578,55588,0,0,0,0,0,0,0,0,0,0,0,Inongo,Zaire,853
122,1,1985,0,0,55578,55578,55578,35578,35578,35588,55578,55588,55588,55588,0,Inongo,Zaire,854
122,1,1986,55588,55588,55588,55588,55588,35588,35588,35588,55588,55588,55588,55588,35588,Inongo,Zaire,855
122,1,1987,55558,55588,55588,55588,55588,55588,55528,55588,55588,55588,55588,55558,55528,Inongo,Zaire,856
122,1,1988,55588,55588,55588,55588,55588,35588,0,35588,55588,55588,55588,55578,0,Inongo,Zaire,857
122,1,1989,55588,55588,0,0,0,0,55528,55588,55588,55588,55588,55588,0,Inongo,Zaire,858
130,1,1983,55888,55888,55888,55888,55888,35888,35888,35888,55888,55878,55888,55878,35888,Kananga,Zaire,875
130,1,1984,55878,55888,55888,55888,55888,35878,35868,35868,0,0,0,0,0,Kananga,Zaire,876
130,1,1985,0,0,0,55878,0,0,0,0,55888,55888,55888,55888,0,Kananga,Zaire,877
130,1,1986,55888,55888,55888,55888,55888,35888,35888,35888,55888,55888,55888,55888,35888,Kananga,Zaire,878
130,1,1987,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55858,55858,Kananga,Zaire,879
130,1,1988,55888,55888,0,55888,55888,35888,35888,35888,55888,55888,55888,0,0,Kananga,Zaire,880
130,1,1989,55888,55888,55888,55888,55888,35888,35888,35888,55888,55888,55888,55888,35888,Kananga,Zaire,881
137,1,1983,55588,0,0,0,0,0,0,0,0,0,0,0,0,Kindu,Zaire,898
138,1,1983,55888,55888,55888,55888,55888,35888,35868,35888,55888,55888,55888,55888,35868,Kinshasa-Binza,Zaire,921
138,1,1984,55888,55888,55888,55888,55888,35878,35888,35888,55888,55888,55888,55888,35878,Kinshasa-Binza,Zaire,922
138,1,1985,55888,55888,55888,55888,55888,35888,35888,35888,55888,55888,55888,55888,35888,Kinshasa-Binza,Zaire,923
138,1,1986,55888,55888,55888,55888,55888,35888,35868,35888,55888,55888,55888,55888,35868,Kinshasa-Binza,Zaire,924
138,1,1987,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Kinshasa-Binza,Zaire,925
138,1,1988,55888,55888,55888,55888,55888,35888,35888,35888,55888,55888,55888,55888,35888,Kinshasa-Binza,Zaire,926
138,1,1989,55888,55888,55888,55888,55888,35888,35868,35888,55888,55888,55888,55888,35868,Kinshasa-Binza,Zaire,927
76,1,1983,55888,55888,55888,0,0,0,55878,55878,0,55878,55878,55878,0,Boende,Zaire,944
76,1,1984,55878,55878,55878,0,0,0,0,0,0,0,0,0,0,Boende,Zaire,945
76,1,1985,55878,0,0,0,0,55878,0,55878,55878,0,55878,0,0,Boende,Zaire,946
76,1,1988,0,0,0,55888,55878,55878,55888,55878,55878,0,55878,55878,0,Boende,Zaire,949
76,1,1989,55878,55878,55878,55878,55878,55878,0,0,0,0,0,0,0,Boende,Zaire,950
118,1,1983,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Harare-Belvedere,Zimbabwe,967
118,1,1984,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Harare-Belvedere,Zimbabwe,968
118,1,1985,55888,55888,55888,55888,0,0,55888,55888,55888,55888,55888,0,0,Harare-Belvedere,Zimbabwe,969
118,1,1986,0,0,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,0,Harare-Belvedere,Zimbabwe,970
118,1,1987,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Harare-Belvedere,Zimbabwe,971
118,1,1988,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Harare-Belvedere,Zimbabwe,972
118,1,1989,55888,55888,55888,55888,55888,0,55888,0,0,0,0,0,0,Harare-Belvedere,Zimbabwe,973
118,1,1990,0,0,0,0,0,0,55888,55888,55888,55888,55888,0,0,Harare-Belvedere,Zimbabwe,974
118,1,1991,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Harare-Belvedere,Zimbabwe,975
118,1,1992,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Harare-Belvedere,Zimbabwe,976
118,1,1993,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Harare-Belvedere,Zimbabwe,977
118,1,1994,55888,55888,55888,8,55888,55888,55888,55888,55888,55888,55888,55888,0,Harare-Belvedere,Zimbabwe,978
118,1,1995,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,8,0,Harare-Belvedere,Zimbabwe,979
118,1,1996,55888,55888,0,0,0,0,55888,55888,55888,55888,55888,55888,0,Harare-Belvedere,Zimbabwe,980
118,1,1997,55878,0,55878,0,0,55878,55878,55878,0,55878,55878,55878,0,Harare-Belvedere,Zimbabwe,981
118,1,1998,55878,55878,55878,55878,0,55878,55878,55878,55878,55878,55878,55878,0,Harare-Belvedere,Zimbabwe,982
118,1,1999,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,Harare-Belvedere,Zimbabwe,983
118,1,2000,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,Harare-Belvedere,Zimbabwe,984
118,1,2001,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,Harare-Belvedere,Zimbabwe,985
118,1,2002,55578,55578,55578,55578,55578,55578,55578,55578,55578,55578,8,55578,0,Harare-Belvedere,Zimbabwe,986
118,1,2003,8,8,8,8,8,8,8,8,8,8,8,8,0,Harare-Belvedere,Zimbabwe,987
118,1,2004,0,0,8,0,0,8,0,8,8,8,8,8,0,Harare-Belvedere,Zimbabwe,988
118,1,2005,8,8,8,8,8,0,8,8,8,8,0,0,0,Harare-Belvedere,Zimbabwe,989
83,1,1983,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,990
83,1,1984,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,991
83,1,1985,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,992
83,1,1986,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,993
83,1,1987,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,994
83,1,1988,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,995
83,1,1989,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,996
83,1,1990,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,997
83,1,1991,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,998
83,1,1992,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,999
83,1,1993,55888,55888,0,55888,55888,55888,55888,0,55888,55888,55888,55888,0,Bulawayo-Goetz-Obs.,Zimbabwe,1000
83,1,1994,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,1001
83,1,1995,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,55888,Bulawayo-Goetz-Obs.,Zimbabwe,1002
83,1,1996,55888,55888,0,0,0,55888,55888,55888,55888,55888,55888,8,0,Bulawayo-Goetz-Obs.,Zimbabwe,1003
83,1,1997,55878,55878,0,8,55878,55878,55878,55838,55878,55878,55878,55878,0,Bulawayo-Goetz-Obs.,Zimbabwe,1004
83,1,1998,55878,55878,55878,55878,55878,55878,55878,8,8,55878,55878,55878,0,Bulawayo-Goetz-Obs.,Zimbabwe,1005
83,1,1999,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,Bulawayo-Goetz-Obs.,Zimbabwe,1006
83,1,2000,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,55878,Bulawayo-Goetz-Obs.,Zimbabwe,1007
83,1,2001,55578,55578,55578,55578,55578,55578,55578,55578,55578,55578,55578,0,0,Bulawayo-Goetz-Obs.,Zimbabwe,1008
83,1,2002,55578,55578,0,0,55578,55578,55578,55578,55578,55578,55578,55578,0,Bulawayo-Goetz-Obs.,Zimbabwe,1009
83,1,2003,8,8,8,8,8,8,8,8,8,8,8,0,0,Bulawayo-Goetz-Obs.,Zimbabwe,1010
83,1,2004,8,8,8,0,8,8,8,8,8,8,8,8,0,Bulawayo-Goetz-Obs.,Zimbabwe,1011
83,1,2005,8,8,8,8,8,8,8,8,8,8,8,0,0,Bulawayo-Goetz-Obs.,Zimbabwe,1012
